LIMIT_BAL,GENDER,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
360000,2,1,31,3680,9995,3225,4230,6113,8745,13517,0,4230,6113,8745,6324,NO
80000,2,1,42,0,0,0,0,0,0,0,0,0,0,0,0,NO
50000,1,1,26,48019,48992,49689,31368,9454,6020,2072,1769,1003,189,120,100,NO
220000,1,2,29,326,326,326,326,326,322,326,326,326,326,322,646,NO
50000,1,1,47,2840,2522,5500,21709,21056,20061,1000,5500,21709,916,1161,1884,NO
280000,2,1,48,9511,35852,36875,75016,38304,27383,35852,1467,1200,1792,15137,0,YES
150000,2,1,34,147833,148066,142163,135075,135309,135165,6130,27,4610,5000,5000,3760,NO
20000,1,1,47,14835,16605,19160,14506,12839,8495,3000,3000,5000,5000,3000,511,YES
500000,2,1,48,39734,149570,137549,130893,108030,144938,117243,4500,4500,5000,50000,4578,NO
30000,2,1,52,7033,10431,10120,11145,11368,12186,3700,0,1200,408,1002,0,YES
60000,2,2,36,57724,56597,50766,47022,31606,30820,2000,5015,2000,3000,1300,1500,NO
20000,2,2,34,0,0,0,0,0,0,0,0,0,0,0,0,YES
140000,2,2,27,14997,16437,18848,21209,25503,27918,2000,3000,3000,5000,3000,10000,NO
210000,2,2,35,44125,39465,23908,5088,792,150,1732,1000,5484,0,150,396,NO
50000,1,2,35,1000,14300,17820,3800,2241,12241,14300,17820,3800,2241,12500,0,NO
170000,1,1,40,4599,3409,3790,2578,2100,2400,3409,6530,2578,2100,2400,6665,NO
30000,1,2,39,24065,25660,26257,27641,29335,10493,2005,2000,2000,2000,1000,1000,YES
390000,1,1,49,0,0,0,0,0,5112,0,0,0,0,5112,0,NO
50000,1,2,27,45586,46573,47332,47382,47370,46200,3000,2200,1600,978,2000,1000,NO
200000,2,2,37,454,2015,3603,16158,0,836,2500,3700,16200,0,836,1589,NO
20000,1,2,26,150,150,150,150,150,1150,0,0,0,0,1150,0,YES
500000,2,1,37,71455,79079,73583,79481,115741,168319,10004,10104,10000,40000,10000,10000,NO
120000,2,2,30,2680,14770,7817,416,270,0,14770,7832,416,270,0,0,NO
270000,2,2,45,96131,98635,39177,110453,111230,113670,4204,2819,93694,3948,4199,3309,NO
150000,2,2,22,7600,8749,10652,32330,15681,6173,1300,3652,33866,410,200,776,NO
230000,1,2,41,9552,11376,13185,14648,15419,15423,2000,2000,2000,1000,562,2000,YES
80000,2,1,53,66002,68679,70906,71474,72936,63912,5000,5000,3000,3000,3000,3000,NO
30000,1,2,26,31305,30527,30789,29504,30276,29695,0,1060,0,1251,1078,1243,YES
200000,1,2,36,193097,199873,205150,0,0,0,10000,10000,0,0,0,0,NO
50000,2,2,26,6450,10744,0,0,0,239,4500,0,0,0,239,3363,YES
150000,2,1,34,115227,112391,98583,95810,87216,88201,10000,5000,4000,4000,3290,3200,NO
50000,2,2,24,35845,36449,37858,38924,41170,40379,1500,2000,2000,3200,0,1700,YES
400000,2,1,46,30018,19735,26181,134967,52991,163837,19753,26245,135000,53000,163837,37345,NO
80000,2,2,27,825,825,-6042,-6867,-8692,54375,825,0,0,0,150000,10000,NO
200000,2,2,31,187864,191756,194283,191693,188261,155159,8500,7500,7000,5000,7000,2000,NO
60000,2,2,49,28763,25470,24125,22597,20784,15599,0,1301,1000,600,600,763,NO
360000,2,1,33,10571,11174,10000,10000,18335,18889,11174,10000,10000,18335,18889,19775,NO
10000,1,2,24,4050,5426,6743,8544,9858,1303,2000,2000,2000,2000,1000,0,NO
160000,1,2,25,4071,4554,4770,5494,4586,4686,1060,1276,1000,92,100,1000,NO
20000,1,2,23,3286,6341,6097,6339,5143,5126,3300,0,511,300,300,1500,NO
400000,2,1,41,10928,12730,14486,13419,14313,14524,2000,2002,2000,2000,3000,5000,NO
70000,2,2,30,71856,71916,71442,68144,68671,68863,3377,3504,2620,2791,2639,2859,NO
150000,1,1,44,152375,122540,129558,131476,133223,136004,5005,10002,5018,10006,7007,6000,YES
430000,2,2,38,41092,43095,44692,45648,47884,136701,3000,2300,2000,3000,90000,4000,NO
110000,1,1,57,46132,41050,40091,40659,38529,30900,2306,2111,3009,1725,1500,0,NO
200000,1,1,54,7111,4803,4629,14915,8523,5586,10,1215,12000,4000,4978,1000,NO
500000,2,1,34,0,0,3500,3500,0,0,0,3500,0,0,0,0,YES
170000,2,2,31,0,0,0,0,150,167,0,0,0,150,167,2578,NO
50000,1,2,46,1540,26060,0,2650,3320,2764,26060,0,3472,2320,1764,2841,NO
240000,1,2,38,167544,168609,172591,145144,141134,127242,8400,10000,7500,5600,5500,4600,NO
360000,2,2,45,0,700,0,0,1526,0,700,0,0,1526,0,0,NO
130000,1,2,25,128947,126454,128179,75525,76862,6131,5006,4252,3000,1537,10000,21300,NO
150000,2,1,41,11026,9459,9929,1595,3630,3516,9640,9976,1595,3647,3516,11071,NO
260000,2,2,33,18457,22815,27086,27821,30767,29890,5000,5000,1137,5000,1085,5000,NO
170000,1,2,35,115634,118823,120475,109993,115151,112232,5935,6040,4000,8000,0,4320,NO
20000,2,3,52,8586,10041,10571,10995,11169,11979,1600,1000,600,500,1000,500,NO
310000,2,1,42,21692,19697,17257,7900,17161,14585,19697,2270,4,17161,7030,0,NO
310000,2,1,38,0,0,0,0,0,69,0,0,0,0,69,500,YES
100000,1,2,35,67646,69237,70638,71680,72705,74195,3300,3100,2800,2800,2800,2800,YES
50000,1,2,34,48559,47008,15435,10235,9119,8237,2573,2000,500,459,500,500,NO
60000,2,1,47,20347,19727,20909,21168,21520,21805,0,1800,900,1000,774,0,YES
10000,1,2,24,5530,5792,6050,5808,5569,5876,500,500,0,0,400,364,YES
270000,2,1,28,322249,298700,308133,263516,94062,92618,10000,13000,12000,5000,4000,5000,NO
230000,2,1,37,312,2984,1786,363,437,843,3186,1786,363,437,843,500,YES
80000,2,2,27,1672,0,1672,836,0,2902,0,1672,836,0,2902,836,YES
90000,1,1,34,54933,55460,56599,58155,60058,61250,2009,2057,2500,3000,2189,2282,YES
90000,2,1,25,57846,50663,45515,42599,38559,36337,2018,2033,2016,2010,2010,1114,NO
500000,2,2,28,319082,0,300165,281019,44528,40325,8752,0,21420,1002,935,967,NO
50000,2,2,24,2568,3589,4608,4919,0,0,1070,1089,1000,0,0,0,NO
440000,2,1,45,600,-420,417,2217,1321,8879,0,1937,1800,0,8480,0,YES
50000,2,1,50,38499,39216,15554,8704,8904,4687,1743,1021,200,200,100,0,NO
150000,2,1,33,105610,106885,108706,105470,111687,113747,4500,5000,0,8000,4000,4700,YES
40000,1,2,22,900,2833,9495,6965,2759,0,2833,9495,0,0,0,0,NO
90000,2,2,29,47585,52084,53817,54818,55985,57398,10000,2600,2500,2200,2500,3000,NO
180000,2,2,27,264,264,264,264,264,264,264,264,264,264,264,264,NO
10000,2,1,51,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,YES
340000,2,2,27,195524,196119,197690,182112,166822,143166,7524,9809,7852,6525,6002,6007,NO
230000,2,2,27,16646,17265,13266,15339,14307,36923,17270,13281,15339,14307,37292,0,NO
30000,2,2,22,19759,19973,22058,24598,26564,27521,3000,3500,3000,2500,2000,3000,NO
140000,2,2,23,35206,26200,27771,29261,20121,24263,2000,2000,2025,1300,4500,3500,NO
380000,1,1,36,28057,14266,22101,24038,41215,35010,14412,22211,24159,41417,35184,2109,NO
180000,2,2,33,416,416,416,416,150,982,416,416,416,150,982,416,YES
20000,1,2,25,15522,16469,15907,17140,16724,18438,1500,0,1500,0,2000,1500,NO
20000,2,2,23,7186,3478,137,1714,17694,12237,8060,137,5199,17694,575,0,NO
180000,1,1,26,175539,138825,51686,2594,171716,181693,3826,7000,0,171716,13400,0,YES
50000,1,2,25,17826,18620,19722,19305,19409,20221,1400,2200,806,1000,2000,1000,NO
30000,2,1,43,30346,29885,20453,16076,15844,15785,1702,1531,1544,702,724,557,YES
50000,1,1,35,6290,3770,10060,0,0,0,3770,10060,0,0,0,0,NO
50000,1,1,33,21460,12570,13530,14876,14157,18888,1300,1200,5000,1000,5000,8000,YES
170000,2,1,33,143805,143737,129898,124370,112589,26958,10000,6247,6375,4468,1000,1306,NO
80000,1,1,31,28175,57433,61513,59769,61937,66088,30000,5000,0,3000,5000,5000,YES
40000,2,2,26,26487,27255,26532,29089,28522,28914,1500,0,3000,200,1000,1200,YES
80000,2,1,37,77480,75329,64228,49103,48649,49701,3000,2500,1800,2000,1800,2000,YES
30000,2,2,25,29668,28732,29752,28627,29467,29634,1500,1505,1500,2200,2300,3000,NO
50000,2,1,50,48119,48318,21750,4387,4392,9493,1554,1028,4387,4392,9493,492,YES
220000,2,2,32,209259,192365,184198,171391,178742,164793,7000,15000,6000,10000,10000,7000,NO
320000,2,2,50,1999,729,2462,12360,10943,9597,730,2472,12360,0,237,3417,NO
70000,2,2,31,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,YES
30000,1,2,24,14857,16302,17333,18735,18952,19195,2000,1598,2000,825,698,701,NO
140000,1,1,34,70649,72069,74140,76421,82223,84296,3100,3140,3421,7000,3296,3283,NO
230000,2,2,28,111295,112425,95155,72983,70329,69340,4473,5000,2624,2360,3100,1600,NO
340000,2,1,36,2566,1689,-11,35947,83360,82516,8,0,35958,50000,0,10000,NO
160000,1,2,26,1433,3746,30258,1036,21572,9528,3757,30348,1044,21636,9556,6066,NO
230000,1,2,32,49619,43435,41719,38072,33802,30435,2072,1689,1046,1025,928,277,NO
500000,1,2,37,50140,45984,44584,25402,21140,16072,1862,1593,1538,835,451,553,NO
10000,1,2,35,7877,8918,9864,9673,9414,9156,1174,1120,310,316,1000,2000,NO
170000,1,1,35,51207,38528,34688,30542,61032,23711,5000,2000,3000,1000,6000,8753,NO
170000,2,2,30,106667,103955,85601,82963,58547,57080,3458,3426,2711,1779,1940,2000,NO
80000,2,2,24,68250,68817,71181,68997,70364,71842,3000,3500,3000,2503,2596,3000,NO
160000,1,2,28,498,498,493,16931,18913,19272,498,493,16936,8030,7000,500,NO
200000,1,2,36,396,396,396,396,396,396,396,396,396,396,396,396,NO
100000,2,1,57,101890,100403,101350,101324,101475,100558,4000,4000,4000,4000,4000,4000,NO
160000,2,1,49,347,2389,0,0,0,0,2389,0,0,0,0,0,NO
30000,2,2,28,28347,29880,29588,30687,25637,26468,2000,2000,2200,0,1800,0,NO
230000,1,2,24,82066,80317,70854,74413,72447,73418,4000,3500,6000,0,3000,2800,NO
260000,1,2,32,3581,-9,-9,1935,999,0,0,0,1944,999,0,0,NO
70000,2,1,43,26193,26977,27733,27982,27396,28341,1500,1500,1000,0,1400,2000,NO
150000,2,1,26,69716,72156,70507,59123,39386,20561,5211,111,2371,0,702,341,YES
480000,1,1,44,634,144,213,2133,3086,0,144,213,2133,3086,0,930,NO
260000,2,1,46,16170,18256,19556,18136,24018,21490,3000,2934,0,8000,0,2000,NO
110000,2,2,29,50268,24243,25349,26265,27045,27572,1400,1500,1400,1100,1000,1000,NO
240000,2,1,35,238166,236686,186613,189470,119525,121178,8522,9100,8244,5000,5000,4011,YES
80000,2,2,27,74250,76895,79548,80280,53034,54027,4500,4500,3000,0,2000,4350,NO
20000,2,1,46,15833,15286,17021,16461,15901,16294,0,2277,0,0,800,1400,YES
70000,2,1,36,31919,31123,32203,34656,36927,38308,0,1600,3000,3000,2000,1420,YES
300000,2,2,30,251986,231773,225295,236540,168519,172674,11000,11000,17000,0,7000,12000,NO
30000,1,2,29,17960,18968,19958,21448,15567,22,1610,1600,2050,341,22,5000,NO
280000,2,2,25,8574,10420,12211,12639,22439,18096,2000,2000,3000,10000,5096,12704,NO
40000,1,1,57,87313,88918,92387,94078,101340,20650,2729,3692,2846,7540,0,0,NO
50000,2,1,43,49072,50559,49060,44908,29969,30230,4000,0,2000,1039,1100,1100,NO
100000,2,1,36,2205,0,1983,3543,0,0,0,1983,3543,0,0,2645,NO
100000,1,2,25,97614,50976,-212,-212,-212,138,3000,0,0,0,500,500,YES
100000,1,1,38,72437,74645,76063,77224,75385,78991,4000,3200,3000,0,5000,3200,YES
20000,2,1,26,73404,75132,77264,74319,9968,10769,2600,2500,2000,1000,1000,1000,NO
30000,2,1,47,1355,5137,1392,696,0,696,5174,1392,696,0,696,696,NO
270000,2,1,43,94125,1321,806,629,686,834,1326,920,629,686,834,5112,NO
170000,1,2,25,112367,106345,91409,90720,83208,83956,5451,4456,2992,3000,3200,3200,NO
50000,1,1,49,40281,9630,10614,10478,10490,390,1173,1157,411,608,690,780,NO
20000,1,1,27,20184,20702,20057,19583,19991,20446,2950,2,687,709,965,559,YES
230000,2,2,33,232796,233564,235149,166637,165699,163858,9000,9500,6000,6150,6000,10500,NO
90000,2,1,32,3682,3472,33784,0,0,256,0,33812,0,0,256,3500,NO
80000,2,1,33,65484,66798,68120,70088,71345,72314,3000,3000,3109,3000,3000,3000,NO
160000,2,1,56,2992,4562,-928,1619,928,0,4562,0,2547,0,0,0,NO
80000,1,1,52,35861,18521,19385,20561,21261,21457,1500,1500,1500,1028,876,1449,NO
10000,1,2,25,4693,5371,6327,6055,0,0,1300,1600,400,0,0,0,YES
10000,2,1,40,9135,0,1912,3071,4012,9882,0,1912,1200,1000,1000,1000,NO
180000,2,1,64,120070,123963,125022,129079,130109,133714,5876,4525,6123,4644,5688,5699,NO
260000,2,1,42,2788,4046,2800,2800,2979,8247,4058,2800,2800,2979,8247,0,NO
290000,1,1,47,1234,396,396,792,396,423,396,396,792,0,423,369,NO
30000,1,1,33,23467,24195,25286,25807,26350,27409,1409,1500,942,959,1500,946,NO
50000,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,YES
50000,2,1,36,44625,46078,46689,8261,8434,8738,2174,1785,296,306,444,10686,NO
360000,2,1,58,0,600,0,0,0,1459,600,0,0,0,1459,0,NO
20000,2,2,22,8266,10377,5529,4482,0,2030,2313,0,0,1449,2030,1280,NO
300000,2,1,31,147277,149893,152529,152882,113347,114554,7000,7000,6000,4084,4056,4300,NO
290000,2,2,25,71559,66658,68627,61578,59274,61314,2500,3000,3000,3000,3000,3000,NO
130000,2,1,38,64942,66775,0,0,0,0,4000,0,0,0,0,0,YES
20000,1,1,31,18764,19750,19848,20570,19980,19990,1610,1488,1600,400,400,400,NO
100000,1,1,38,15788,8242,10095,11636,6649,8649,2000,2000,2007,2000,2000,5000,NO
150000,2,2,27,8404,4493,11848,7435,3685,3545,4493,11848,7435,0,3545,5718,NO
150000,2,1,34,772,337,618,150,150,377,340,618,150,150,227,0,NO
360000,2,1,39,0,791,173,1640,287,2418,791,173,1640,287,2426,507,NO
20000,1,2,25,3400,4129,0,0,3244,3314,1000,0,0,3244,124,66,NO
450000,2,2,34,1494,538,3218,0,429,168,538,3218,0,429,168,168,NO
210000,2,2,32,44304,46255,50486,54019,58091,61630,3000,5000,5000,5000,4500,5000,NO
20000,2,2,25,0,0,0,6000,16321,286,0,0,6000,16321,286,0,NO
170000,1,2,26,145354,143279,87885,84534,74758,78633,8000,3500,4000,4000,6000,0,YES
200000,2,2,34,0,3346,0,465,1775,8722,3346,0,465,1775,8722,0,NO
50000,1,1,45,942,942,942,390,390,390,942,942,390,390,390,0,YES
310000,2,1,48,0,99,0,110,0,0,99,0,110,0,0,0,NO
230000,2,1,40,0,0,3504,4272,2977,1900,0,3504,4272,2977,1900,0,NO
300000,2,1,39,2022,537,142,656,620,502,537,142,656,620,502,142,NO
110000,2,2,24,6071,0,3308,2527,1076,1164,0,3308,2527,1079,1167,1974,NO
20000,2,2,49,16715,16719,34196,18760,19132,19533,1271,1300,2612,684,709,875,NO
50000,2,2,23,43634,0,0,0,0,0,0,0,0,0,0,0,YES
460000,2,2,32,30506,26595,16712,15635,6965,7107,1568,1714,1000,1000,142,5000,NO
150000,2,1,28,12780,850,850,430,840,430,850,850,430,840,430,860,YES
210000,1,2,26,92083,88001,90533,93027,96524,100765,4000,4000,4000,5000,6000,23500,NO
250000,2,0,26,28507,138894,131031,83674,64760,52397,129565,10000,3011,3000,2500,2000,NO
90000,2,1,44,82253,88238,83204,81645,84629,87981,8238,3200,3000,5000,5000,3000,NO
100000,2,1,36,476,476,476,476,476,1075,476,476,476,476,1075,876,NO
50000,2,1,37,38418,47709,48923,39210,30515,27861,10000,2131,1910,1410,1159,1050,NO
360000,2,2,40,9325,10741,45619,37459,31747,26899,10741,46378,46347,0,0,19607,NO
250000,1,1,47,0,0,0,0,0,0,0,0,0,0,0,0,NO
400000,2,1,25,12570,958,4465,14272,1965,958,958,4465,14272,1965,958,6405,NO
150000,2,2,29,39215,49300,53030,65006,50515,0,11200,16000,12376,1109,0,0,NO
20000,1,1,38,6313,8625,8338,9199,9378,9081,2426,0,1000,471,0,482,NO
350000,1,2,31,297967,286352,160042,131977,133067,41470,100066,5715,6005,6287,2103,3,NO
80000,2,2,27,52934,54217,52394,2131,744,758,3000,1064,2500,1000,1000,1000,NO
280000,1,2,27,5521,-7,1485,5727,1247,2037,7,1492,5727,1247,2037,26920,NO
180000,2,2,30,405,4445,5047,200,745,0,4445,5047,200,745,0,0,NO
100000,2,1,26,1962,4911,5933,6942,7102,9966,3000,1106,1115,275,3000,412,NO
170000,2,1,44,0,0,0,0,0,0,0,0,0,0,0,0,NO
290000,1,1,47,1200,0,0,0,0,0,0,0,0,0,0,4634,NO
150000,2,2,30,217,0,2403,0,4932,402,0,2403,0,4932,402,3516,NO
50000,1,1,38,46509,47072,47637,44429,27279,27318,2000,2000,2000,944,1118,1000,NO
600000,1,2,36,-1,-1,1095,899,598,-2,0,1096,4,601,0,492,NO
360000,2,2,29,4887,4982,4851,3255,8255,8411,5005,4851,4784,5000,3000,2000,NO
180000,2,2,26,5000,1600,2700,12000,0,1995,1600,2700,12000,0,1995,0,NO
180000,1,2,27,11599,644,644,29944,644,264,644,644,29944,644,264,1024,NO
360000,2,2,29,885,10553,1943,2640,1741,4120,10553,2000,2700,2000,4120,4118,NO
50000,2,2,24,52227,55264,52028,32140,32216,31482,5350,0,1085,2000,1226,2415,NO
200000,2,1,36,2500,0,5448,632,0,646,0,5448,632,0,646,0,NO
20000,2,2,22,19568,19420,15535,1434,500,0,4641,1019,900,0,1500,0,YES
490000,2,2,29,4301,16230,28800,27870,27540,27630,16388,28800,0,0,6136,3080,NO
50000,2,2,29,5520,0,0,0,0,0,0,0,0,0,0,0,NO
50000,2,2,51,32215,33384,34554,35690,34817,36252,2000,2000,2000,0,2000,2000,NO
300000,2,2,27,131760,132770,130595,132683,128557,125900,4700,4995,4516,4034,4088,3886,NO
30000,1,2,25,26623,27703,26753,30107,30614,27190,1800,0,4100,900,0,40925,YES
50000,2,2,22,46476,47703,51922,51563,50677,48556,2000,5000,1200,0,1853,0,NO
60000,2,2,27,62321,61015,58160,51237,29999,28972,3000,3016,5011,1005,1000,14000,NO
490000,1,2,35,-13,2639,1610,1231,1419,14143,2652,1618,1237,1426,14214,11493,NO
400000,1,2,36,6233,11152,-1,376,0,0,11219,0,377,0,0,1759,NO
360000,2,1,30,17602,5986,-29,-1671,87329,89608,1030,37,1642,89000,3000,3000,NO
300000,1,2,47,109274,110453,115453,118522,118586,118179,3000,5000,5013,4514,4220,4008,NO
150000,2,2,33,508,1155,1868,874,1735,1940,1166,1873,876,1741,2245,0,NO
40000,2,2,24,38221,34975,19606,21272,22923,24539,3107,3000,2000,2000,2000,0,YES
20000,1,2,24,15408,17146,18856,18265,18123,18732,2000,2011,1650,600,900,900,NO
180000,2,1,31,115400,26721,8581,2475,2654,2676,2006,1407,1000,1000,1000,1107,NO
80000,2,1,34,8413,4942,989,2799,2818,3638,1029,1225,2799,2000,2000,2000,NO
320000,2,2,32,13720,20219,18087,5639,-41,5613,8015,1140,5639,0,5654,0,NO
350000,2,1,56,8451,36099,5117,6714,18801,13604,36108,5136,6735,18801,13604,7326,NO
110000,2,2,24,98843,92820,78232,69426,70987,75835,3200,3500,3000,3500,7000,3000,NO
110000,2,1,42,110191,110736,63652,62738,50687,49850,3200,2450,2027,1710,1800,1700,NO
70000,2,1,24,68083,50822,31179,28686,10806,11673,3012,5000,2000,3000,3000,0,NO
160000,2,2,28,968,708,1841,441,3438,3046,710,1913,0,3456,3054,1224,NO
70000,1,2,39,18219,19606,20980,22320,22650,23136,2000,2000,2000,1000,1000,2100,NO
10000,1,2,26,10252,5677,2735,4564,0,0,0,2735,4564,0,0,0,NO
130000,1,1,34,69388,70650,71933,70117,72014,73759,3000,3000,0,3000,3000,3111,YES
20000,1,2,40,20753,20496,19930,19434,18577,18011,0,0,70,0,0,0,YES
180000,2,2,35,827,669,785,1809,2067,0,675,785,1809,2067,0,0,NO
90000,2,1,46,316,10758,10613,316,316,316,10758,10613,316,316,316,316,NO
20000,1,2,26,15481,18004,19121,18521,18615,19015,3100,1700,0,700,700,860,YES
200000,1,1,39,0,0,0,0,0,3983,0,0,0,0,3983,0,NO
200000,1,2,41,24720,20982,20398,19888,22713,19405,3000,0,8000,5000,3000,0,NO
160000,2,2,28,15525,34585,37439,47340,2473,4120,34604,37836,47340,2473,4120,6302,NO
300000,1,1,58,148265,158230,160242,156171,165556,169250,14000,6000,0,12000,6500,6500,YES
70000,2,1,51,42815,43913,44911,45772,46611,47508,2100,2000,1900,1900,1800,1900,YES
30000,1,2,25,19955,20348,18339,18794,23530,23531,1338,1500,1000,5000,2000,24,NO
460000,2,2,28,16560,12570,19403,10063,8628,0,2500,9456,10063,0,0,13182,NO
150000,2,2,27,15475,18212,18617,18020,18726,19414,3000,1000,0,1000,1000,1000,YES
90000,2,1,29,91116,89047,91595,88197,59822,55345,3500,4000,3002,1974,2000,5000,NO
90000,2,2,25,91830,89448,83949,47118,44942,45886,0,2549,1583,1444,1500,1511,NO
50000,2,2,31,19889,20451,20426,19894,20294,20145,1500,1600,1600,1000,900,1000,NO
130000,1,1,43,55544,57428,58917,60352,61167,63042,3400,3000,3000,2400,3000,2400,NO
500000,1,2,31,30056,18415,1697,-107,2693,5393,6000,1697,0,2800,5400,8300,NO
280000,2,1,29,58308,61024,62665,63730,57916,59122,4000,3000,2315,2103,2500,2000,NO
180000,1,2,38,3999,2183,5828,0,2165,645,2183,5828,0,2165,645,4390,NO
280000,1,1,33,22331,22341,23359,23647,-1353,93696,1371,1389,1175,0,95049,3308,NO
190000,1,2,39,146224,149289,152886,156273,159800,162570,5500,6000,6000,6000,6000,6000,NO
360000,1,1,41,498,498,498,498,498,498,498,498,498,498,498,498,YES
20000,1,2,28,8814,10167,21774,10707,10539,10757,1500,1200,378,389,400,600,NO
130000,2,2,24,48764,27347,37528,2793,28865,14986,1034,37559,2805,28865,300,11083,NO
50000,2,2,23,33109,32856,27438,4786,768,-579,1660,1600,624,768,173,30267,NO
150000,2,1,33,50286,110884,113152,116097,118500,120896,61101,3210,3911,3354,3400,3500,NO
50000,2,2,23,48668,48554,45445,38551,28056,28310,4034,2000,5008,1000,2000,1000,YES
110000,2,1,38,41619,40650,41744,42783,47476,45355,0,1750,1750,5400,700,1000,YES
130000,1,1,44,15722,0,0,0,0,0,0,0,0,0,0,0,NO
20000,1,2,25,0,1825,1346,587,338,1239,3650,0,300,0,1000,0,NO
240000,2,1,40,390,390,390,390,232,540,390,390,390,232,698,390,NO
360000,2,1,44,2877,1852,2068,2185,9561,321,1861,2078,2361,9608,322,322,NO
290000,1,1,36,154923,159186,323836,112929,62375,63637,6507,6400,4490,2000,2306,2912,NO
230000,2,1,31,160413,149267,126107,105831,82694,65983,6011,5012,2000,2300,2400,1500,NO
20000,1,2,24,15570,16996,18414,19843,19643,3300,2000,2000,2200,0,100,0,NO
30000,1,3,45,3390,390,780,780,0,0,390,780,0,0,0,0,NO
240000,2,1,52,0,0,0,0,2780,20034,0,0,0,2780,20034,0,NO
90000,1,2,29,83683,65192,46273,46979,48139,44432,4000,3000,1700,2000,1591,2647,NO
10000,1,2,37,4950,5963,6983,7993,8151,8322,1103,1123,1133,291,302,1000,YES
120000,2,2,30,116887,117419,116281,117392,117791,112505,4615,7175,4529,4625,4029,4237,NO
210000,1,2,32,218742,218317,73874,73219,96844,94731,10000,5000,5000,30000,4500,15000,NO
100000,1,2,26,32186,32949,33680,34419,37782,76185,2000,2000,2000,4500,40000,3000,NO
320000,2,1,46,17849,5149,16615,2914,696,740,5149,16654,2914,696,740,6498,NO
260000,1,1,37,244736,249018,253704,255353,175022,130299,10000,10000,5000,5000,5000,3200,YES
50000,1,2,38,42856,29248,17775,17833,18246,18642,1300,1600,650,700,700,700,NO
180000,1,2,29,92245,64364,5527,1600,2600,390,11400,1000,340,1000,390,390,NO
490000,2,1,38,0,0,0,0,163,1256,0,0,0,163,1256,1000,NO
310000,2,2,32,41623,42465,32003,33885,29125,17227,3021,7000,5040,1000,7000,6000,NO
30000,1,1,47,28923,29803,25373,23231,23913,21120,1586,1365,1663,5106,1050,0,NO
70000,1,2,26,65329,64584,63600,60540,26890,18923,3000,4000,2000,4030,0,1000,NO
360000,1,2,27,1809,400,2420,2540,0,346,0,2420,2540,0,346,604,NO
110000,2,2,33,103195,102713,103034,103112,94403,96072,5200,3804,4500,3400,3500,7700,YES
350000,2,1,36,352032,353903,351888,351175,352835,354265,13068,14412,12947,13016,12823,12915,NO
20000,1,2,23,13422,14886,15927,11939,10782,12599,2000,1667,2309,2000,2000,2000,NO
160000,2,2,36,163897,116343,118552,119376,122039,121841,0,5677,4197,4509,4412,4228,NO
20000,2,1,26,7072,1514,1898,2558,2498,4074,2,1198,1500,500,2000,0,NO
370000,1,1,55,360546,369909,370605,366054,310869,311284,15901,13603,13500,11014,12024,16027,NO
20000,1,2,23,780,390,380,390,0,780,0,380,400,0,780,0,NO
550000,1,2,33,-509,-1925,4532,13069,5071,8276,15,10014,20000,10000,10000,7548,NO
320000,1,1,39,8374,17634,38000,1140,997,1633,17634,21000,1140,997,1633,0,NO
50000,2,2,25,43870,42891,43582,44561,45592,46495,0,1700,2000,1900,1800,0,YES
200000,2,2,29,3655,3036,3423,7403,4896,3185,3084,3475,7417,108,18,8424,NO
230000,1,2,39,260,834,-150,517,53,603,1000,0,667,0,700,10200,NO
670000,2,1,43,55893,59131,61900,58225,61329,49369,10075,10063,10060,10028,10042,10055,NO
10000,1,2,31,390,390,0,780,0,0,390,0,780,0,0,0,NO
130000,1,2,27,1439,3548,1958,1462,2573,2402,3555,1010,1466,2581,2509,3013,NO
120000,2,1,31,1680,17749,4748,7002,202,345,17749,4748,7020,559,500,1660,NO
120000,2,1,41,118131,116607,108720,92649,89533,89204,4211,3710,3184,3200,3200,3133,YES
200000,2,1,31,2167,9003,1301,7066,3486,12191,9003,1301,7070,3688,12191,4760,NO
200000,2,1,29,203621,203424,199728,195609,131981,131294,7464,7889,6600,4602,4900,4726,NO
200000,1,1,58,192461,195970,122214,124647,126921,129167,7822,4417,4446,4597,4677,4698,NO
300000,1,2,29,49833,49831,51818,50244,49484,53472,5000,5000,5000,5000,5000,5000,NO
370000,2,2,34,206161,203907,178625,164483,157497,141493,10000,7014,6000,6000,6000,4000,NO
70000,2,2,27,157,157,157,157,307,507,157,157,157,307,507,357,NO
570000,2,1,39,2394,3872,3635,5130,7563,4889,3882,3653,5145,7573,4894,4232,NO
160000,1,1,42,69896,71971,73996,75065,82472,80984,3810,3831,2900,8800,0,0,NO
370000,1,2,39,334394,337272,340152,345904,322168,272461,14005,12004,12362,12006,9555,11005,YES
20000,1,2,43,13361,18302,13348,512,18141,11575,6020,141,1048,23261,134,0,YES
50000,1,1,41,49401,50079,50463,49407,29708,29308,1803,1988,1514,1041,1056,1078,YES
30000,2,2,51,14417,17261,20543,18180,7200,18183,9000,5000,8180,2200,18183,8975,NO
